ID,Severity,Status,Area,File,Lines,Finding,Impact,Fix direction,Verification,Architecture relation,Permalink,Latest review status,Latest review note,Reviewed head
FS-087,High,Confirmed-static,Projection diff / objects,crates/flowstate-collab/src/crdt_runtime/projection_patch.rs,74-112,"Object patch comparison pairs objects after sorting by ID, not canonical body order/reachability.","Registry/projection mismatches force fallback, and unreachable objects contaminate comparison.",Build object patches from reachable placeholder anchors and durable block IDs in body order.,Move/delete objects while leaving historical registry entries.,Body flow is canonical for object order.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/projection_patch.rs#L74-L112,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-088,Medium,Confirmed-static,Projection diff / granularity,crates/gpui-flowtext/src/rich_text/editor/projection_apply.rs,92-140,ReplaceObjectBlock causes a full document structural rebuild.,Small caption/source/cell changes invalidate all paragraphs and transient state.,Patch object fields and nested-flow projections directly by durable block ID.,Edit one equation character in a large document.,Full rebuild should be exceptional.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/gpui-flowtext/src/rich_text/editor/projection_apply.rs#L92-L140,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-089,Medium,Confirmed-static,Projection observability,crates/flowstate-collab/src/crdt_runtime/types.rs,194-218,"Fallback counters exist, but several ordinary structural paths inherently fall back.",Telemetry may reveal the problem but does not prevent frequent full rebuilds.,Set service-level thresholds and treat repeated fallback during normal operations as an error in tests/telemetry.,"Measure typing, image, equation, and table scenarios.",Matches the plan's observability intent but not its performance target.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/types.rs#L194-L218,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-090,Medium,Confirmed-static,Editor / layout invalidation,crates/gpui-flowtext/src/rich_text/editor/projection_apply.rs,80-89,ParagraphRuns patches rebuild document sections.,Inline style-only changes trigger unrelated outline work.,Do not rebuild outline/sections unless paragraph semantic style or structure changed.,Apply underline/highlight repeatedly in a large outline.,Projection invalidation should be narrowly scoped.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/gpui-flowtext/src/rich_text/editor/projection_apply.rs#L80-L89,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-091,High,Confirmed-static,Projection consistency,crates/flowstate-collab/src/crdt_runtime/projection_patch.rs,210-247,Incremental body parsing and full projection have different object behavior.,A forced fallback can visibly rearrange paragraphs around objects after apparently successful incremental edits.,Use one parser/data model for both paths.,Compare hashes before and after forced full rebuild at the same frontier.,All projections of one frontier must be identical.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/projection_patch.rs#L210-L247,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-092,Medium,Lead,Coordinate units,crates/flowstate-collab/src/crdt_runtime/types.rs,200-225,Invalidation ranges use Unicode positions while UI deltas use UTF-8 byte lengths.,The split is intentional in places but easy to misuse across APIs and can break non-ASCII caret mapping.,Encode units in type names/newtypes and forbid raw usize crossing boundaries.,Property-test random Unicode edits and cursor transforms.,Projection-local coordinate systems must be explicit.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/types.rs#L200-L225,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-093,Medium,Confirmed-static,Projection diff / caret mapping,crates/flowstate-collab/src/crdt_runtime/projection_patch.rs,238-307,Remote text diff reduces the entire change to one common-prefix/common-suffix replacement.,Multi-range edits in one commit produce coarse caret remapping and excessive invalidation.,Use Loro text deltas/event ranges directly and preserve multiple edits.,Apply two distant edits in one remote transaction.,Batched event processing should retain precise changed ranges.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/projection_patch.rs#L238-L307,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-094,Medium,Confirmed-static,Editor / structural performance,crates/gpui-flowtext/src/rich_text/editor/projection_apply.rs,104-140,One structural patch invalidates all paragraph layout.,Object insertion/deletion/move scales with full-document layout and cache rebuilding.,"Invalidate only affected block rows, neighboring paragraph layout, and pagination ranges.",Insert an image in a 50k-paragraph document.,Incremental projection should preserve responsiveness.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/gpui-flowtext/src/rich_text/editor/projection_apply.rs#L104-L140,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-095,High,Likely,Package parser / memory,crates/flowstate-document/src/package.rs,860-1040,Package decoding trusts file-provided chunk counts and lengths enough to drive large allocations.,A malformed or hostile .db8 can exhaust memory before semantic validation.,Set global file/chunk/count/asset limits and stream/seek chunks instead of allocating all payloads.,Fuzz count/length fields near usize/u64 limits.,The custom container needs defensive partial reads.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L860-L1040,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-096,High,Lead,Package parser / complexity,crates/flowstate-document/src/package.rs,860-1120,Postcard decoding has no explicit nesting/string/container resource limits.,Hostile metadata can cause excessive allocation or CPU even when outer chunks are bounded.,Use bounded decoding wrappers or validate encoded lengths before deserialization.,Coverage-guided fuzz package manifests and indexes.,External document files are untrusted input.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L860-L1120,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-097,Medium,Likely,Package integrity,crates/flowstate-document/src/package.rs,1060-1220,Integrity-index validation may not enforce one-to-one uniqueness between index entries and durable chunks.,Duplicate entries could satisfy count/membership checks while another chunk is omitted.,"Validate uniqueness by `(kind,id)` and exact set equality.",Construct duplicate index entries with one missing chunk.,Integrity index must cover every durable chunk exactly once.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L1060-L1220,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-098,Low,Confirmed-static,Package compatibility policy,crates/flowstate-document/src/package.rs,46-50,An empty integrity index is accepted as an older package.,This preserves an undocumented compatibility path despite the architecture's explicit no-old-format stance.,Either document this as v1 forward evolution or require the index for package_format_version 1.,Open a package with the index removed.,The plan rejects old development .db8 compatibility; internal v1 tolerance should be explicit.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L46-L50,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-099,High,Confirmed-static,Search cache / I/O,crates/flowstate-document/src/package.rs,337-370,Reading cached search units first reads the entire package into memory.,"Unopened-file indexing still loads all embedded assets and history, defeating the partial-read goal.",Read header/chunk table/manifest/search chunks with Seek without materializing unrelated chunks.,Index a package containing multi-gigabyte assets.,The package was intended to support fast unopened-file indexing.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L337-L370,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-100,High,Confirmed-static,Package open / memory,crates/flowstate-document/src/package.rs,650-730,Normal package read loads the complete file and all asset bytes.,"Large documents can temporarily duplicate the whole file, decoded package, snapshots, and projection in memory.",Implement a seekable package reader and lazy/content-addressed asset loading.,Profile opening a package with large images/history.,Chunked format should permit partial reads.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L650-L730,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-101,Medium,Likely,Package parser / assets,crates/flowstate-document/src/package.rs,720-1120,Asset and chunk byte lengths are not governed by a product-level maximum.,A valid-but-huge package can force unsafe memory pressure.,Define configurable limits and stream assets from disk.,Open packages with progressively larger assets.,"Asset bytes belong outside the CRDT log, but still need bounded storage.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L720-L1120,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-102,Medium,Lead,Asset association,crates/flowstate-collab/src/crdt_runtime.rs,890-938,Asset attachment validates bytes but the exact asset-ID/content-hash association needs one canonical enforcement point.,Duplicate IDs or metadata races could attach verified bytes to stale metadata.,"Require `(asset_id, expected_hash, byte_length)` equality at runtime merge and package write.",Race metadata replacement with asset arrival.,Asset references and integrity metadata must remain coherent.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime.rs#L890-L938,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-103,Medium,Confirmed-static,Package size,crates/flowstate-document/src/package.rs,214-287,Initial package creation stores both latest and named-revision snapshots even when states are nearly identical.,Every new document starts with duplicate snapshot payload overhead.,Deduplicate identical snapshot bytes/frontiers and let a revision reference the latest snapshot.,Compare initial package chunk hashes/frontiers.,"Named revisions need restorable points, not duplicate identical storage.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L214-L287,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-104,Medium,Confirmed-static,Save performance,crates/flowstate-collab/src/crdt_runtime.rs,1469-1555,"Explicit save rebuilds projection cache, search cache, snapshot, indexes, and revisions synchronously.",Large documents can stall the single CRDT runtime and block typing/sync.,"Persist the update/revision atomically first, then build disposable caches on a snapshot in background and append them later.",Measure save latency on large text/table/image documents.,Disposable caches should not block canonical editing.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime.rs#L1469-L1555,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-105,Positive,Implemented,Package writes,crates/flowstate/src/workspace/workspace/documents.rs,1714-1723,Whole-file writes use AtomicFile.,Final replacement avoids direct truncation of the destination.,Retain; add fsync/directory durability policy if required.,No defect; crash-test.,Matches crash-safe save intent.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate/src/workspace/workspace/documents.rs#L1714-L1723,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-106,Positive,Implemented,Package journal,crates/flowstate-document/src/package.rs,17-34,Journal format has transaction and commit markers plus checksums.,Incomplete tail writes can be distinguished from committed records.,Keep while enforcing continuity and bounded parsing.,No defect; truncate-at-every-byte fuzzing.,Matches append-first crash-safe storage.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L17-L34,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-107,Positive,Implemented,Revisions / compaction,crates/flowstate-document/src/package.rs,500-637,Named revision frontiers receive retained snapshots during compaction.,Named points remain independently openable after unnamed update segments are compacted.,Retain and add failure-atomic staging.,No defect; verify every retained revision after repeated compaction.,Matches named-revision retention requirements.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L500-L637,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-108,Blocker,Confirmed-static,Tub indexing / data race,crates/flowstate-tub/src/lib.rs,690-810,Background search indexing rewrites the source .db8 to rebuild its search cache.,The indexer can race an active editor save and overwrite newer user content with the stale package it loaded.,Make indexing strictly read-only. Rebuild external Tantivy units in memory; only the owning editor/save pipeline may append package caches.,Open/edit a document while forcing a tub reindex of the same path.,External workspace indexing must be disposable and must not mutate canonical documents.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-tub/src/lib.rs#L690-L810,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-109,Medium,Confirmed-static,Tub indexing / watcher,crates/flowstate-tub/src/lib.rs,690-810,Fingerprint/stat data can be captured before the indexer rewrites the package.,The catalog immediately becomes stale and can trigger repeated reindex loops.,Do not rewrite source files; otherwise restat after a successful owned write.,Observe watcher events during cache rebuild.,Search indexing should be read-only.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-tub/src/lib.rs#L690-L810,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-110,Medium,Likely,Tub indexing / fingerprint,crates/flowstate-tub/src/lib.rs,220-330,File identity relies on size and modification time.,Same-size edits or coarse timestamp resolution can be missed.,Include a cheap content/package-manifest generation hash.,Perform same-size replacements within one timestamp tick.,External indexes must detect canonical frontier changes.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-tub/src/lib.rs#L220-L330,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-111,High,Confirmed-static,Package search / headings,crates/flowstate-document/src/package_search.rs,"25-29,82-101",All body paragraphs are processed before all object units.,Every object inherits the heading path left after the final paragraph instead of the heading at its anchor.,Traverse canonical body order once and emit paragraph/object units as placeholders are encountered.,Place objects under different headings and inspect indexed paths.,Search units must be section-aware and body-order aware.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L25-L101,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-112,High,Confirmed-static,Package search / reachability,crates/flowstate-document/src/package_search.rs,82-101,"Search indexes every object record in blocks_by_id, not only placeholders reachable from current flows.",Deleted/unreachable historical objects can appear in search results.,Build reachability from active flow placeholders and nested-table refs; ignore registry-only history.,Delete an object anchor but keep historical block map.,Only current-frontier projected content should be searchable.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L82-L101,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-113,High,Confirmed-static,Package search / order,crates/flowstate-document/src/package_search.rs,"90-99,341-345",Object search order follows sorted map keys.,Search result order and unit IDs do not match document order.,Emit units during body-flow traversal.,Move two objects without changing IDs and reindex.,Body flow is canonical for ordering.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L90-L345,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-114,Medium,Confirmed-static,Package search / nested tables,crates/flowstate-document/src/package_search.rs,121-154,The nested table parent-cell parameter is unused.,Search references cannot uniquely describe the nesting path and may hydrate the wrong preview/target.,Store a full ancestor table/cell path or stable nested-table ID chain.,Index two nested tables with repeated cell IDs under different parents.,Search references should use durable structural identities.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L121-L154,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-115,Medium,Confirmed-static,Package search / IDs,crates/flowstate-document/src/package_search.rs,171-197,Search unit ID includes sequential index and current frontier.,"Any edit can change IDs for otherwise unchanged units, causing churn in external indexes and UI references.",Derive IDs from durable paragraph/block/cell/flow identity plus unit kind; store frontier separately.,Edit one early paragraph and compare all unit IDs.,Search references should use durable IDs/cursors.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L171-L197,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-116,Medium,Confirmed-static,Tub search / schema,crates/flowstate-tub/src/lib.rs,520-590,Unknown unit kinds are coerced to Paragraph.,Schema corruption or new feature kinds silently change meaning.,Preserve unknown kind strings or reject with a rebuild/version error.,Inject an unknown unit_kind.,Search cache schema should be explicit and versioned.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-tub/src/lib.rs#L520-L590,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-117,Medium,Lead,Tub index atomicity,crates/flowstate-tub/src/lib.rs,330-690,SQLite catalog and Tantivy document updates are separate persistence systems without one visible generation commit.,A crash can leave catalog and full-text index referring to different document generations.,Use a generation marker and recovery/rebuild transaction protocol.,Kill the process between catalog and Tantivy commits.,Both indexes are disposable but should fail coherently.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-tub/src/lib.rs#L330-L690,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-118,Medium,Confirmed-static,Package search / empty flows,crates/flowstate-document/src/package_search.rs,157-197,"Empty caption, alt-text, equation, and cell flows produce no search unit.",Stable targets can disappear/reappear across small edits and cannot be navigated as empty structural units.,Decide whether structural units need durable empty records; at minimum keep stable identity metadata outside Tantivy body text.,Clear and retype an indexed caption.,Search cache should map durable units even when body text is temporarily empty.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L157-L197,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-119,Medium,Confirmed-static,Package search / text preservation,crates/flowstate-document/src/package_search.rs,320-325,Search flow normalization removes all leading newlines.,Leading blank paragraphs and exact cursor/text correspondence are lost.,Strip exactly one sentinel and preserve remaining flow structure.,Index a flow beginning with multiple blank paragraphs.,Search projections are derived but should correspond to canonical positions.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L320-L325,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-120,Low,Likely,Package search / cursors,crates/flowstate-document/src/package_search.rs,289-304,Sentinel-only flows may produce cursor endpoints at or around the sentinel rather than the first visible position.,Navigation to an empty unit can land at an unexpected boundary.,Define and test empty-flow cursor semantics.,Navigate to empty cell/caption/header units.,Canonical cursors need consistent affinity.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package_search.rs#L289-L304,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-121,Positive,Implemented,Search cache validation,crates/flowstate-document/src/package.rs,337-370,Cached search units are rejected when their frontier does not match the latest frontier.,Stale package search caches are not treated as canonical.,Retain while implementing partial reads.,No defect; keep tests.,Matches disposable frontier-scoped cache requirement.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L337-L370,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-122,High,Confirmed-static,DOCX export / images,crates/flowstate-docx/src/exporter/blocks.rs,80-180,Image captions are not emitted.,Caption content disappears from DOCX and PDF exports.,Export caption flow paragraphs with the image relationship and semantic paragraph styles.,Export an image with a multi-paragraph caption.,Exports must be generated from complete snapshot projections.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter/blocks.rs#L80-L180,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-123,High,Confirmed-static,DOCX export / tables,crates/flowstate-docx/src/exporter/blocks.rs,180-360,Table row spans and column spans are ignored.,Merged cells flatten or duplicate incorrectly in exported documents.,Emit DOCX vMerge/gridSpan from canonical cell spans and validate topology.,Export nested merged tables.,Tables are first-class structured content.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter/blocks.rs#L180-L360,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-124,High,Confirmed-static,DOCX export / tables,crates/flowstate-docx/src/exporter/blocks.rs,180-360,Column widths and header-row/table style semantics are not fully exported.,Layout and repeated-header behavior change outside Flowstate.,"Map canonical widths/style fields to tblGrid, tcW, trPr, and table style properties.",Round-trip fixed/fraction/auto widths and header rows.,DOCX is a first-class external format.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter/blocks.rs#L180-L360,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-125,High,Confirmed-static,DOCX export / equations,crates/flowstate-docx/src/exporter/blocks.rs,360-440,Equations are exported as styled text placeholders rather than OMML.,Mathematical semantics and rendering are lost.,Convert supported LaTeX/MathML source to OMML or embed a standards-compliant equation object with fallback.,Export and reopen equations in Word/LibreOffice.,Equation source remains canonical; export must render a real equation representation.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter/blocks.rs#L360-L440,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-126,High,Confirmed-static,DOCX export / sections,crates/flowstate-docx/src/exporter.rs,1-260,"Section page size, margins, orientation, columns, numbering, headers, and footers are not emitted from canonical section metadata.",Page structure is lost in DOCX and therefore PDF.,Project sections distinctly and write sectPr/header/footer relationships at the correct boundaries.,Round-trip every non-default section field.,Sections/page structure are canonical Loro metadata.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter.rs#L1-L260,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-127,Medium,Confirmed-static,DOCX export / accessibility,crates/flowstate-docx/src/exporter/blocks.rs,80-180,Image alt text is not reliably written into drawing accessibility properties.,Screen readers may not receive the canonical alt text.,Write descr/title attributes on docPr and preserve plain-text fallback only for unsupported images.,Inspect exported XML and test with accessibility tooling.,Alt text is a first-class CRDT flow.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter/blocks.rs#L80-L180,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-128,Medium,Confirmed-static,DOCX export / image fidelity,crates/flowstate-docx/src/exporter/blocks.rs,80-180,Image crop and sizing modes are only partially represented.,Fit-width/intrinsic/fixed layout can change across export.,Map all canonical image attributes to DrawingML extents/crop/alignment.,Round-trip each sizing/alignment/crop mode.,Object metadata should survive external export where supported.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter/blocks.rs#L80-L180,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-129,Medium,Confirmed-static,DOCX export / MIME,crates/flowstate-docx/src/exporter/blocks.rs,80-180,Only common PNG/JPEG images are embedded; unsupported MIME types degrade to text.,Valid assets can disappear visually.,Transcode supported source formats deterministically or provide an explicit export error/report.,Export WebP/SVG/TIFF assets.,Export should not silently omit visible content.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/exporter/blocks.rs#L80-L180,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-130,High,Confirmed-static,PDF export,crates/flowstate-docx/src/pdf.rs,1-260,PDF export inherits all DOCX export omissions.,"Captions, equations, spans, section settings, and some images are missing or altered.",Fix snapshot-to-DOCX fidelity first or render PDF directly from the complete projection.,"Compare Flowstate render, DOCX, and PDF fixtures.",PDF export must originate from the same canonical snapshot.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/pdf.rs#L1-L260,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-131,Critical,Confirmed-static,PDF recovery / hostile input,crates/flowstate-docx/src/pdf_recovery.rs,180-340,Embedded source recovery trusts declared original length and decompresses zstd without a strict output cap.,A crafted PDF can trigger a decompression bomb or huge allocation.,"Set hard compressed/uncompressed limits, stream decode with a bounded writer, and reject length mismatches before allocation.",Fuzz embedded payload headers and compression ratios.,PDF is untrusted external input.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/pdf_recovery.rs#L180-L340,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-132,Medium,Likely,PDF export / durability,crates/flowstate-docx/src/pdf.rs,180-330,PDF generation writes to the final output path without a complete temp-file/rename transaction.,Failure can leave a partial export that looks valid by filename.,Generate in a temp sibling and atomically rename after successful close/validation.,Kill conversion midway.,External export should not corrupt an existing destination.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/pdf.rs#L180-L330,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-133,Low,Confirmed-static,PDF export / temp files,crates/flowstate-docx/src/pdf.rs,40-100,Temporary sibling names rely mainly on timestamps.,Concurrent exports can collide.,Use tempfile/UUID-backed exclusive creation.,Launch multiple exports in the same timestamp window.,Low-risk filesystem correctness.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/pdf.rs#L40-L100,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
